6259693455285814|09|2028|235
6259693455289774|09|2028|433
6259693455283165|09|2028|414
6259693455280831|09|2028|213
6259693455286416|09|2028|814
6259693455285434|09|2028|592
6259693455289972|09|2028|116
6259693455287497|09|2028|099
6259693455284759|09|2028|518
6259693455281102|09|2028|591
6259693455289014|09|2028|239
6259693455280807|09|2028|130
6259693455288362|09|2028|596
6259693455282894|09|2028|363
6259693455280955|09|2028|389
6259693455283520|09|2028|110
6259693455280013|09|2028|276
6259693455288446|09|2028|571
6259693455287687|09|2028|968
6259693455280906|09|2028|956
6259693455285848|09|2028|594
6259693455280559|09|2028|886
6259693455286143|09|2028|205
6259693455286283|09|2028|825
6259693455288867|09|2028|412
6259693455283645|09|2028|327
6259693455288016|09|2028|399
6259693455285160|09|2028|085
6259693455280518|09|2028|770
6259693455283140|09|2028|619
6259693455283751|09|2028|738
6259693455286275|09|2028|899
6259693455284940|09|2028|521
6259693455283595|09|2028|192
6259693455288917|09|2028|089
6259693455286028|09|2028|305
6259693455282118|09|2028|560
6259693455284700|09|2028|613
6259693455283942|09|2028|237
6259693455281102|09|2028|115
6259693455283850|09|2028|571
6259693455288404|09|2028|613
6259693455284585|09|2028|730
6259693455280070|09|2028|636
6259693455282043|09|2028|890
6259693455284601|09|2028|148
6259693455285210|09|2028|650
6259693455285731|09|2028|990
6259693455289766|09|2028|971
6259693455285947|09|2028|980
